method,problem,popsize,samples,trial,time
ep-lex-d,uball5d,2000,100,1,1574.541028022766
rand,uball5d,250,100,2,135.96077680587769
rand,uball5d,2000,100,2,1465.1414911746979
tourn,uball5d,250,100,2,118.45579838752747
tourn,uball5d,2000,100,2,1050.7458534240723
lex,uball5d,250,100,2,182.01501035690308
lex,uball5d,2000,100,2,1506.3274729251862
dc,uball5d,250,100,2,247.8927824497223
dc,uball5d,2000,100,2,2071.5760538578033
afp,uball5d,250,100,2,143.24370694160461
afp,uball5d,2000,100,2,861.617449760437
ep-lex-s,uball5d,250,100,2,169.84408712387085
ep-lex-s,uball5d,2000,100,2,1552.4605181217194
ep-lex-sd,uball5d,250,100,2,178.32604908943176
ep-lex-sd,uball5d,2000,100,2,1566.6449601650238
ep-lex-d,uball5d,250,100,2,184.30506134033203
ep-lex-d,uball5d,2000,100,2,1570.1982707977295
rand,uball5d,250,100,3,145.8651385307312
rand,uball5d,2000,100,3,1459.1700575351715
tourn,uball5d,250,100,3,86.08700132369995
tourn,uball5d,2000,100,3,1268.3150770664215
lex,uball5d,250,100,3,183.15775728225708
lex,uball5d,2000,100,3,1519.7081172466278
dc,uball5d,250,100,3,248.71666169166565
dc,uball5d,2000,100,3,2086.888337612152
afp,uball5d,250,100,3,151.99656581878662
afp,uball5d,2000,100,3,882.3022623062134
ep-lex-s,uball5d,250,100,3,166.43903064727783
ep-lex-s,uball5d,2000,100,3,1517.400591135025
ep-lex-sd,uball5d,250,100,3,173.9159882068634
ep-lex-sd,uball5d,2000,100,3,1573.288649559021
ep-lex-d,uball5d,250,100,3,185.38545107841492
ep-lex-d,uball5d,2000,100,3,1573.3008015155792
rand,uball5d,250,100,4,130.4153711795807
rand,uball5d,2000,100,4,1460.6766402721405
tourn,uball5d,250,100,4,131.83209443092346
tourn,uball5d,2000,100,4,1304.8579487800598
lex,uball5d,250,100,4,183.89473795890808
lex,uball5d,2000,100,4,1510.6100664138794
dc,uball5d,250,100,4,255.03909754753113
dc,uball5d,2000,100,4,2068.6270201206207
afp,uball5d,250,100,4,161.40537405014038
afp,uball5d,2000,100,4,976.6366107463837
ep-lex-s,uball5d,250,100,4,172.1642301082611
ep-lex-s,uball5d,2000,100,4,1552.2528796195984
ep-lex-sd,uball5d,250,100,4,174.66219973564148
ep-lex-sd,uball5d,2000,100,4,1573.324807882309
ep-lex-d,uball5d,250,100,4,184.05079317092896
ep-lex-d,uball5d,2000,100,4,1571.7819066047668
rand,uball5d,250,100,5,121.57256078720093
rand,uball5d,2000,100,5,1451.904343366623
tourn,uball5d,250,100,5,144.40471291542053
tourn,uball5d,2000,100,5,1267.3609969615936
lex,uball5d,250,100,5,183.58627700805664
lex,uball5d,2000,100,5,1518.8313293457031
dc,uball5d,250,100,5,241.92328071594238
dc,uball5d,2000,100,5,2094.2415385246277
afp,uball5d,250,100,5,155.34872722625732
afp,uball5d,2000,100,5,891.5426847934723
ep-lex-s,uball5d,250,100,5,171.73136615753174
ep-lex-s,uball5d,2000,100,5,1559.5203793048859
ep-lex-sd,uball5d,250,100,5,176.28114581108093
ep-lex-sd,uball5d,2000,100,5,1554.787829875946
ep-lex-d,uball5d,250,100,5,184.24994730949402
ep-lex-d,uball5d,2000,100,5,1570.411899805069
rand,uball5d,250,100,6,128.48943090438843
rand,uball5d,2000,100,6,1458.8511426448822
tourn,uball5d,250,100,6,147.44827389717102
tourn,uball5d,2000,100,6,1134.5512340068817
lex,uball5d,250,100,6,182.54529857635498
lex,uball5d,2000,100,6,1512.1760609149933
dc,uball5d,250,100,6,252.37395668029785
dc,uball5d,2000,100,6,2077.8532979488373
afp,uball5d,250,100,6,151.40931582450867
afp,uball5d,2000,100,6,1018.7633264064789
ep-lex-s,uball5d,250,100,6,168.53651237487793
ep-lex-s,uball5d,2000,100,6,1565.2935991287231
ep-lex-sd,uball5d,250,100,6,181.48733282089233
ep-lex-sd,uball5d,2000,100,6,1559.1985342502594
ep-lex-d,uball5d,250,100,6,184.83831810951233
ep-lex-d,uball5d,2000,100,6,1579.6350755691528
rand,uball5d,250,100,7,124.31527137756348
rand,uball5d,2000,100,7,1459.063308954239
tourn,uball5d,250,100,7,109.36126470565796
tourn,uball5d,2000,100,7,1094.859034538269
lex,uball5d,250,100,7,181.1559989452362
lex,uball5d,2000,100,7,1514.2082073688507
dc,uball5d,250,100,7,253.59627151489258
dc,uball5d,2000,100,7,2071.3366978168488
afp,uball5d,250,100,7,162.0585868358612
afp,uball5d,2000,100,7,808.5366308689117
ep-lex-s,uball5d,250,100,7,170.56644749641418
ep-lex-s,uball5d,2000,100,7,1561.8184041976929
ep-lex-sd,uball5d,250,100,7,177.01279187202454
ep-lex-sd,uball5d,2000,100,7,1571.9374985694885
ep-lex-d,uball5d,250,100,7,184.30688381195068
ep-lex-d,uball5d,2000,100,7,1578.2146227359772
rand,uball5d,250,100,8,136.54338598251343
rand,uball5d,2000,100,8,1467.9047992229462
tourn,uball5d,250,100,8,68.29036951065063
tourn,uball5d,2000,100,8,1154.668051958084
lex,uball5d,250,100,8,182.09137892723083
lex,uball5d,2000,100,8,1514.2432446479797
dc,uball5d,250,100,8,248.92823815345764
dc,uball5d,2000,100,8,2069.402871131897
afp,uball5d,250,100,8,168.73657298088074
afp,uball5d,2000,100,8,1024.8614583015442
ep-lex-s,uball5d,250,100,8,175.85053157806396
ep-lex-s,uball5d,2000,100,8,1562.87957406044
ep-lex-sd,uball5d,250,100,8,175.54567766189575
ep-lex-sd,uball5d,2000,100,8,1568.8377997875214
ep-lex-d,uball5d,250,100,8,183.7375385761261
ep-lex-d,uball5d,2000,100,8,1578.9451625347137
rand,uball5d,250,100,9,140.6161494255066
rand,uball5d,2000,100,9,1468.8657059669495
tourn,uball5d,250,100,9,119.97828078269958
tourn,uball5d,2000,100,9,1164.6577265262604
lex,uball5d,250,100,9,179.91613268852234
lex,uball5d,2000,100,9,1516.5416469573975
dc,uball5d,250,100,9,251.60777163505554
dc,uball5d,2000,100,9,2085.0389926433563
afp,uball5d,250,100,9,158.87177276611328
afp,uball5d,2000,100,9,849.1797001361847
ep-lex-s,uball5d,250,100,9,175.2173354625702
ep-lex-s,uball5d,2000,100,9,1550.7335634231567
ep-lex-sd,uball5d,250,100,9,177.09410452842712
ep-lex-sd,uball5d,2000,100,9,1553.6458220481873
ep-lex-d,uball5d,250,100,9,184.61247897148132
ep-lex-d,uball5d,2000,100,9,1578.6949274539948
rand,uball5d,100,5000,0,93.32703638076782
tourn,uball5d,100,5000,0,88.2294659614563
lex,uball5d,100,5000,0,127.34366798400879
dc,uball5d,100,5000,0,140.44795513153076
afp,uball5d,100,5000,0,136.82640409469604
ep-lex-s,uball5d,100,5000,0,116.94913125038147
ep-lex-sd,uball5d,100,5000,0,122.19141030311584
ep-lex-d,uball5d,100,5000,0,124.55851936340332
rand,uball5d,100,5000,1,93.3024971485138
tourn,uball5d,100,5000,1,105.2153902053833
lex,uball5d,100,5000,1,121.7623233795166
dc,uball5d,100,5000,1,137.0857481956482
afp,uball5d,100,5000,1,134.30612659454346
ep-lex-s,uball5d,100,5000,1,84.8380982875824
ep-lex-sd,uball5d,100,5000,1,130.93575143814087
ep-lex-d,uball5d,100,5000,1,128.23937034606934
rand,uball5d,100,5000,2,90.42745614051819
tourn,uball5d,100,5000,2,93.1463212966919
lex,uball5d,100,5000,2,119.07881164550781
dc,uball5d,100,5000,2,144.8172676563263
afp,uball5d,100,5000,2,115.2192907333374
ep-lex-s,uball5d,100,5000,2,119.04667448997498
ep-lex-sd,uball5d,100,5000,2,133.18110418319702
ep-lex-d,uball5d,100,5000,2,116.27261114120483
rand,uball5d,100,5000,3,101.6197247505188
tourn,uball5d,100,5000,3,107.34446668624878
lex,uball5d,100,5000,3,107.6156075000763
dc,uball5d,100,5000,3,136.85351634025574
afp,uball5d,100,5000,3,132.5866982936859
ep-lex-s,uball5d,100,5000,3,133.45753240585327
ep-lex-sd,uball5d,100,5000,3,118.16184401512146
ep-lex-d,uball5d,100,5000,3,131.13432002067566
rand,uball5d,100,5000,4,90.11800813674927
tourn,uball5d,100,5000,4,68.20011782646179
lex,uball5d,100,5000,4,122.94782829284668
dc,uball5d,100,5000,4,133.15854287147522
afp,uball5d,100,5000,4,135.4121584892273
ep-lex-s,uball5d,100,5000,4,121.30255794525146
ep-lex-sd,uball5d,100,5000,4,114.18204140663147
ep-lex-d,uball5d,100,5000,4,122.40130996704102
rand,uball5d,100,5000,5,104.1896858215332
tourn,uball5d,100,5000,5,88.82128953933716
lex,uball5d,100,5000,5,123.8343985080719
dc,uball5d,100,5000,5,141.39728832244873
afp,uball5d,100,5000,5,134.21991777420044
ep-lex-s,uball5d,100,5000,5,109.65237474441528
ep-lex-sd,uball5d,100,5000,5,126.37096071243286
ep-lex-d,uball5d,100,5000,5,118.84946751594543
rand,uball5d,100,5000,6,66.93716025352478
tourn,uball5d,100,5000,6,61.94998788833618
lex,uball5d,100,5000,6,115.13670682907104
dc,uball5d,100,5000,6,141.09311318397522
afp,uball5d,100,5000,6,132.10192108154297
ep-lex-s,uball5d,100,5000,6,125.61183786392212
ep-lex-sd,uball5d,100,5000,6,116.9368166923523
ep-lex-d,uball5d,100,5000,6,118.62234783172607
rand,uball5d,100,5000,7,56.1083869934082
tourn,uball5d,100,5000,7,93.70577549934387
lex,uball5d,100,5000,7,104.0213463306427
dc,uball5d,100,5000,7,148.91396737098694
afp,uball5d,100,5000,7,123.25046634674072
ep-lex-s,uball5d,100,5000,7,127.55936074256897
ep-lex-sd,uball5d,100,5000,7,133.6610164642334
ep-lex-d,uball5d,100,5000,7,123.44814562797546
rand,uball5d,100,5000,8,75.62868428230286
tourn,uball5d,100,5000,8,72.93443942070007
lex,uball5d,100,5000,8,114.97004914283752
dc,uball5d,100,5000,8,128.87059450149536
afp,uball5d,100,5000,8,141.4247546195984
ep-lex-s,uball5d,100,5000,8,72.92546343803406
ep-lex-sd,uball5d,100,5000,8,114.72023153305054
ep-lex-d,uball5d,100,5000,8,137.02201914787292
rand,uball5d,100,5000,9,106.90979290008545
tourn,uball5d,100,5000,9,90.816415309906
lex,uball5d,100,5000,9,121.54672956466675
dc,uball5d,100,5000,9,142.1499080657959
afp,uball5d,100,5000,9,114.87299394607544
ep-lex-s,uball5d,100,5000,9,114.79877805709839
ep-lex-sd,uball5d,100,5000,9,142.1630458831787
ep-lex-d,uball5d,100,5000,9,109.48220157623291
