dataset	method	trial	mse	r2	time
airfoil	afp	4	18.1118263955	0.312367503861	38006.818157196045
airfoil	afp	0	22.358729667	0.0588287141367	47513.48435020447
airfoil	afp	16	20.2434193656	0.275161661475	56651.563371658325
airfoil	afp	3	17.8600943508	0.406971642414	58101.44361257553
airfoil	afp	13	17.274270574	0.525520918363	59298.44457769394
airfoil	afp	11	17.034450248	0.375147660615	61058.43129014969
airfoil	afp	17	16.7357105674	0.444503642274	64573.62984538078
airfoil	afp	7	17.5188794925	0.462345468745	64580.2062625885
airfoil	afp	6	18.1872758052	0.404771669217	64973.55866789818
airfoil	afp	9	17.9605732579	0.38478845793	66719.66526889801
airfoil	afp	15	16.6661474717	0.401468293267	67340.82749915123
airfoil	afp	8	16.7324854608	0.551220877479	68610.40959525108
airfoil	afp	2	15.9568545748	0.512076508342	71128.52032232285
airfoil	afp	18	20.6995236482	0.335790659865	71135.56364560127
airfoil	afp	19	18.392025936	0.385274074765	71376.85897374153
airfoil	afp	14	16.6531482488	0.478085520598	71968.38260412216
airfoil	afp	5	16.7426183958	0.507439504026	75493.29830861092
airfoil	afp	1	16.318043077	0.528350983896	76024.5014822483
airfoil	afp	10	15.8007446595	0.515870925286	76988.70759534836
airfoil	afp	12	17.021844352	0.386484585563	81375.43705034256
airfoil	afp	20	17.9416355406	0.361622454527	67283.0490372181
airfoil	afp	29	20.2068668934	0.418356504942	50443.68394804001
airfoil	afp	22	17.0465858686	0.430980210585	61867.29825878143
airfoil	afp	23	15.1563188969	0.537950296752	64700.56532096863
airfoil	afp	21	16.4015578783	0.463894895195	75962.49618959427
airfoil	afp	28	19.7534958069	0.310355776073	60437.531987667084
airfoil	afp	25	18.0922445469	0.314205356301	65965.64430618286
airfoil	afp	24	21.547720237	0.327285797718	68183.56369805336
airfoil	afp	39	20.2028636596	0.370072896779	49233.50264763832
airfoil	afp	38	17.7458917792	0.418991672416	53869.16939687729
airfoil	afp	27	12.5779175892	0.675530564693	66840.88535666466
airfoil	afp	35	19.0095876821	0.348983409123	60174.96275830269
airfoil	afp	26	13.2880281835	0.650195113738	67951.14792704582
airfoil	afp	34	18.6292214291	0.37340310826	61578.899288892746
airfoil	afp	33	19.0521114148	0.0401472765504	62015.40462684631
airfoil	afp	30	17.2168111737	0.408961655883	69292.26109027863
airfoil	afp	31	14.5230199209	0.523476505456	68163.16336321831
airfoil	afp	36	14.9441307171	0.604389303312	61773.21787285805
airfoil	afp	37	17.6676841901	0.453947012883	62327.25731086731
airfoil	afp	32	18.6410688521	0.475021885281	69583.05318641663
airfoil	afp	41	17.5188225355	0.309274934316	29628.732937335968
airfoil	afp	43	25.3482170451	-0.181019262635	27483.327111959457
airfoil	afp	40	15.4862880738	0.501793754469	48473.57902050018
airfoil	afp	45	17.3907228712	0.465590224593	30916.310708284378
airfoil	afp	42	11.7432584182	0.622809585559	38412.252425432205
airfoil	afp	46	19.3695069862	0.288664189615	31324.4873380661
airfoil	afp	47	20.7183148915	0.150267875748	32451.364533662796
airfoil	afp	44	17.1358846006	0.447154223084	36868.95464229584
airfoil	afp	49	16.4608826588	0.484425279723	31467.588313102722
airfoil	afp	48	16.5503432853	0.386780828611	32450.998238801956
concrete	afp	12	54.7427122117	0.778424337305	41493.32712316513
concrete	afp	15	54.680061385	0.762147662977	44744.41500926018
concrete	afp	2	61.5539013924	0.6966103085	45788.669120550156
concrete	afp	1	66.2221340793	0.728025158155	47248.26816749573
concrete	afp	10	54.418515405	0.749698365128	47379.90084862709
concrete	afp	8	50.8882522316	0.753109891728	48951.58422231674
concrete	afp	6	47.9351942148	0.793349226165	49392.51907658577
concrete	afp	11	54.4199182388	0.752273151115	51609.06769156456
concrete	afp	4	60.2281270281	0.752242655089	52294.35008263588
concrete	afp	17	47.3488791177	0.770776141934	52418.77760505676
concrete	afp	3	68.358864726	0.66885038692	54648.031277894974
concrete	afp	19	62.6288070972	0.6209010956	54778.09322309494
concrete	afp	9	77.366054959	0.714986566971	55287.70919704437
concrete	afp	0	44.3374282422	0.809999426158	55368.47098517418
concrete	afp	14	66.9866093642	0.667646340036	55460.14875102043
concrete	afp	5	58.4523981244	0.700291593963	56213.42882180214
concrete	afp	18	60.9805089107	0.734130156627	56383.16532969475
concrete	afp	7	54.7327265929	0.779042951567	56906.83018779755
concrete	afp	13	41.1455965634	0.817624271167	57759.33599734306
concrete	afp	16	50.7667032677	0.768748369907	61176.94221019745
concrete	afp	31	90.9407675346	0.550471165038	44392.027291059494
concrete	afp	25	61.8977614467	0.724547606947	50355.663190603256
concrete	afp	23	60.7357996269	0.731401209328	52644.42459201813
concrete	afp	28	72.0509907191	0.64459924843	49121.032537937164
concrete	afp	26	54.2680586733	0.729513744055	52677.74169230461
concrete	afp	30	51.7201388764	0.754434883328	48618.793038368225
concrete	afp	20	55.8970247459	0.753620979971	62179.28499031067
concrete	afp	22	54.2944944035	0.741750997667	59104.60698056221
concrete	afp	32	56.2081784527	0.753763929925	50950.609798908234
concrete	afp	29	66.9637399884	0.675677622069	54830.004724025726
concrete	afp	36	64.8863224915	0.715209830655	52956.40333676338
concrete	afp	21	53.1631333352	0.752402245931	64865.49373102188
concrete	afp	24	61.6798321434	0.709555004276	64632.960580825806
concrete	afp	34	50.2545790181	0.759468315142	60178.29162120819
concrete	afp	37	50.3085965197	0.788187998487	59794.32137489319
concrete	afp	27	53.5904684933	0.757865841623	65568.64679193497
concrete	afp	33	60.9654209199	0.692528916586	62194.12063527107
concrete	afp	39	53.7687616628	0.736108826629	57177.05073404312
concrete	afp	35	46.7836474177	0.7989856662	64031.335902929306
concrete	afp	38	80.2026036587	0.589260302056	62524.49385404587
concrete	afp	44	53.5919511175	0.733394107849	44191.73054480553
concrete	afp	41	69.4342454102	0.700066395829	47376.08244562149
concrete	afp	40	48.4513949482	0.790472628102	47632.94080352783
concrete	afp	42	62.1304858718	0.724060534699	47054.570444107056
concrete	afp	45	60.9112745192	0.765212387011	43784.16205883026
concrete	afp	47	62.7111979033	0.755190667084	42734.72062754631
concrete	afp	43	46.537056212	0.799075355792	46514.51652216911
concrete	afp	49	55.3681434723	0.735131821245	41462.930524110794
concrete	afp	48	46.6397396636	0.780625767245	42879.73326635361
concrete	afp	46	44.6196004174	0.793551849168	46064.28323960304
enc	afp	17	12.8769434533	0.843519725482	11180.442006111145
enc	afp	10	13.2838567497	0.82425900344	12104.609251976013
enc	afp	9	13.9609420893	0.790481489132	13086.194479942322
enc	afp	8	8.64825203893	0.894813286636	13246.138609170914
enc	afp	1	4.83763486241	0.946119613545	13894.567544698715
enc	afp	19	10.1119545235	0.882504003895	14993.377999067307
enc	afp	4	8.35824702628	0.906826567942	15405.066899299622
enc	afp	18	4.39109343305	0.945480801001	15549.693903923035
enc	afp	15	5.83018233987	0.927467998218	15762.85974931717
enc	afp	14	6.78558904416	0.917992774254	16384.507051706314
enc	afp	12	8.79971326708	0.893763791999	16648.746964931488
enc	afp	11	6.1534589612	0.929366375793	18177.376266479492
enc	afp	0	5.10651333695	0.936930849342	18184.031021356583
enc	afp	3	4.3979653885	0.948466013213	18186.71994304657
enc	afp	7	5.94181493835	0.925654897548	19785.789642572403
enc	afp	6	5.27814396646	0.94029240585	19943.959054470062
enc	afp	16	6.50566156871	0.929166735811	20266.680717229843
enc	afp	5	6.58707776979	0.916190172731	20376.030202150345
enc	afp	2	6.58636122956	0.920561786158	20784.353172779083
enc	afp	13	4.7469320108	0.945921776985	20814.26980447769
enc	afp	21	7.37088776167	0.912247145273	16404.20129585266
enc	afp	25	6.98544103113	0.922884627895	14516.143310070038
enc	afp	20	3.19246266129	0.957751661092	18557.697757720947
enc	afp	28	8.19717700405	0.898988950005	14836.722615242004
enc	afp	23	5.98882994781	0.932854893949	17377.181609630585
enc	afp	27	6.4975413508	0.910511927634	15803.968086242676
enc	afp	24	4.51401956156	0.946396313458	18605.61668920517
enc	afp	36	7.61785592784	0.909533945793	14204.19604921341
enc	afp	22	5.6322518475	0.941184243071	23101.402985095978
enc	afp	26	3.81680146915	0.954852285136	20978.195902585983
enc	afp	32	4.3244969835	0.947438107194	18977.260682582855
enc	afp	30	4.22896484913	0.957009688924	20515.927781820297
enc	afp	39	7.60026499853	0.893059940344	16700.407595157623
enc	afp	29	4.64111313424	0.942432179826	21364.090309143066
enc	afp	37	6.80086136733	0.908283134669	17610.367564439774
enc	afp	31	4.68976478374	0.938787184262	21324.22818183899
enc	afp	33	3.69326977676	0.955813399735	21483.970115423203
enc	afp	35	4.77855544036	0.946100662204	20138.064897060394
enc	afp	38	5.21449791216	0.933483748528	19386.34294939041
enc	afp	34	6.47339862188	0.925468031886	20408.801335334778
enc	afp	42	4.66384903891	0.945455734282	12527.174181699753
enc	afp	40	6.21561303597	0.931684177978	13972.192496299744
enc	afp	43	4.5944593462	0.942726912404	12434.002247333527
enc	afp	41	6.11429172484	0.927285260359	13588.131067276001
enc	afp	44	4.41217125565	0.940206021951	12485.823052167892
enc	afp	45	4.50490001174	0.946467765563	12139.329359292984
enc	afp	46	4.51822650682	0.939710685471	11407.346639871597
enc	afp	48	5.20692068281	0.943351796744	7745.237529039383
enc	afp	47	6.9576564068	0.911689840641	9630.514117240906
enc	afp	49	4.21898827815	0.949439478834	7724.338796615601
enh	afp	8	16.398678541	0.795488560604	33339.69595479965
enh	afp	14	5.65710974155	0.940711844072	35415.725895643234
enh	afp	1	3.05870142396	0.970870641601	40513.80186462402
enh	afp	5	1.85882333142	0.982677918443	45546.11651825905
enh	afp	17	10.3025583776	0.869145621028	45573.841870069504
enh	afp	12	4.06975278961	0.96281981921	49163.95550394058
enh	afp	10	6.0187508961	0.931868828522	50083.299567222595
enh	afp	2	7.52989848731	0.917180899754	50556.992993831635
enh	afp	18	9.36341606787	0.891755343748	50703.53475666046
enh	afp	0	7.28611261617	0.921531109792	50746.94491171837
enh	afp	7	4.70705230617	0.950441821247	53400.85853886604
enh	afp	9	10.2327478308	0.886375904371	53555.43196487427
enh	afp	13	3.34209106128	0.965167589522	53837.45820355415
enh	afp	3	2.59314771802	0.971220956626	54922.46400976181
enh	afp	4	1.29468689655	0.987005409235	58353.151273489
enh	afp	11	3.29734813496	0.964429580622	60233.19166994095
enh	afp	6	12.0515613406	0.852694598571	62312.26684617996
enh	afp	19	3.44698714788	0.963652840906	63155.23062419891
enh	afp	15	4.99986582568	0.950779569974	64519.159942388535
enh	afp	16	2.84622355083	0.973378568197	66594.7153031826
enh	afp	25	4.73467990561	0.950863489915	35072.214747190475
enh	afp	20	2.09040248318	0.977097189976	56872.38992667198
enh	afp	21	4.93360589748	0.949545142142	57210.254511356354
enh	afp	22	8.93192512746	0.896474063439	53234.57857251167
enh	afp	29	3.20491759788	0.963619430024	50156.08795785904
enh	afp	34	4.4061583985	0.953368404083	44653.81341481209
enh	afp	23	39.8640219951	0.430777839565	58697.818283081055
enh	afp	24	3.20697712941	0.968285131016	58797.235672712326
enh	afp	32	3.98471371998	0.961930860726	50909.8234167099
enh	afp	26	8.04976210964	0.914652872834	55588.70934510231
enh	afp	28	2.61233722615	0.972465844463	55349.55633330345
enh	afp	31	1.91739163879	0.978297408477	53273.27948975563
enh	afp	27	5.26029581212	0.942883952085	57006.113666296005
enh	afp	35	2.54353135818	0.975388065902	50255.57073831558
enh	afp	30	5.0687732426	0.948046730911	57923.687813043594
enh	afp	33	5.03146361457	0.944358244773	61673.28965616226
enh	afp	39	5.51240320538	0.928339210373	52573.580179452896
enh	afp	38	3.72845607699	0.96266825697	55334.747239112854
enh	afp	37	4.54769208191	0.953930891447	56946.57404088974
enh	afp	36	1.94205592739	0.981201954351	61838.05227684975
enh	afp	43	3.84934290005	0.960940045299	35191.90461945534
enh	afp	44	7.95038976388	0.911125888141	29184.076214790344
enh	afp	41	5.17692236387	0.950507443263	40600.84425663948
enh	afp	40	2.97672502036	0.970095391096	47374.195376873016
enh	afp	48	4.23433588156	0.960025117678	28639.1645488739
enh	afp	45	15.1417633253	0.761174984628	32599.23956680298
enh	afp	42	2.49098296246	0.974019211723	45980.478341817856
enh	afp	47	8.80185513077	0.916115806568	35567.661036491394
enh	afp	46	3.85879235398	0.960149776145	36517.830807209015
enh	afp	49	4.24020142745	0.95734639793	36281.08145570755
housing	afp	17	27.3148728271	0.39944927619	27570.4356341362
housing	afp	0	75.8320771534	0.426228270057	37839.23333621025
housing	afp	10	23.532727717	0.552383512891	39182.368513822556
housing	afp	13	18.8822265467	0.630293198769	39225.49578046799
housing	afp	6	19.1045582715	0.650347075002	39579.25854945183
housing	afp	16	22.8850448212	0.621733412786	40019.45183587074
housing	afp	18	16.2062613641	0.751393472185	40054.3531768322
housing	afp	3	23.7624282656	0.581044688048	42438.769078969955
housing	afp	7	12.6610360979	0.765339179299	44024.48033809662
housing	afp	12	22.0123326789	0.723246810839	44547.88874697685
housing	afp	14	19.789399455	0.738784450934	44877.30101084709
housing	afp	8	17.8482182081	0.72114981935	45275.03373456001
housing	afp	4	21.627963858	0.643175136475	45806.688133955
housing	afp	19	18.2651358788	0.712329113144	48607.86227321625
housing	afp	9	156.345390418	0.238848840409	49730.26103258133
housing	afp	2	17.5005640366	0.763207205821	50692.97831273079
housing	afp	1	21.6249363602	0.647428238504	51046.38659405708
housing	afp	15	19.7737844288	0.700130819065	52220.13466882706
housing	afp	5	20.1250710191	0.718662251837	54751.80071878433
housing	afp	11	15.0907114595	0.812770955143	56055.630210638046
housing	afp	25	31.1820231386	0.517993413801	32924.671068668365
housing	afp	20	20.8888384332	0.723966289369	47134.03122711182
housing	afp	22	29.0945330235	0.54252356254	38311.29517388344
housing	afp	32	17.4377026159	0.75747881305	34250.76394176483
housing	afp	21	24.6946114831	0.703365607032	43177.365151405334
housing	afp	31	13.6663048708	0.784937051225	37007.53671503067
housing	afp	36	25.1632042804	0.614406443151	32142.333152770996
housing	afp	28	15.6040432207	0.738813806964	39620.09237933159
housing	afp	34	21.4573633485	0.685879637715	34506.28609800339
housing	afp	30	22.3297938486	0.646668799803	40096.66923594475
housing	afp	23	20.1440535098	0.671604718281	46883.901180267334
housing	afp	29	21.0897587502	0.677009471558	41636.15281414986
housing	afp	24	21.8372682383	0.70149863447	48111.807297468185
housing	afp	26	11.1461517914	0.857259396329	49117.3228635788
housing	afp	27	29.8049059909	0.659798832908	46746.48591661453
housing	afp	33	17.1475120667	0.644371402255	41357.91541099548
housing	afp	35	19.1238439709	0.742472138118	39501.59144949913
housing	afp	37	20.3115777195	0.678089666107	39598.0132291317
housing	afp	39	24.5808981902	0.608380059648	38632.24641227722
housing	afp	38	20.9547675209	0.674098437451	41019.957983255386
housing	afp	41	20.616957384	0.741435359228	26350.74742603302
housing	afp	42	20.1074918495	0.641122891679	24447.400449752808
housing	afp	45	23.3204158268	0.716601620552	20039.282143592834
housing	afp	40	19.3711217677	0.757858610209	30168.808156251907
housing	afp	49	71.216010142	0.194488040685	18763.00867342949
housing	afp	44	29.3454897206	0.531133185732	23093.199950695038
housing	afp	43	27.8230557704	0.602579369338	25039.199671268463
housing	afp	48	22.489345022	0.608266356861	21596.91937327385
housing	afp	46	27.6019721026	0.690637140434	22876.49037051201
housing	afp	47	12.0299508182	0.810821641158	23050.573220968246
tower	afp	6	0.242930258929	0.656912952199	34715.14495253563
tower	afp	15	0.214589148609	0.721113876339	36310.98236465454
tower	afp	0	0.18112336516	0.774397379228	39391.46879029274
tower	afp	7	0.225339520203	0.70099245723	42453.00732398033
tower	afp	14	0.158784478265	0.765210806537	44984.8445789814
tower	afp	3	0.141969992875	0.835302689713	45036.557866334915
tower	afp	9	0.221050361778	0.681156548889	46476.85226273537
tower	afp	1	0.131566511149	0.845379472832	46529.6087539196
tower	afp	10	0.136586420233	0.824610986773	47252.73771691322
tower	afp	16	0.234388327804	0.689786730834	51217.92333841324
tower	afp	13	0.143298102181	0.870334263388	52071.48367238045
tower	afp	11	0.158462597504	0.795977076994	52753.47806119919
tower	afp	2	0.218148138256	0.694875005785	54198.830844163895
tower	afp	17	0.140482601019	0.833981839073	54215.75242829323
tower	afp	12	0.227978465579	0.690392812841	56940.28405094147
tower	afp	19	0.202787092089	0.760211434869	59162.71175265312
tower	afp	4	0.129496242765	0.851347055359	60789.93422007561
tower	afp	18	0.160340645883	0.768596280617	61538.63052582741
tower	afp	5	0.171285149117	0.790179349656	62601.43616747856
tower	afp	8	0.154212162926	0.817101197401	64445.185624837875
tower	afp	22	0.226186049157	0.631638736876	32878.221143722534
tower	afp	25	0.259365221904	0.650983020186	47007.17062616348
tower	afp	21	0.101545397614	0.884509806063	57954.2035908699
tower	afp	31	0.20087349958	0.738214441491	44429.72312307358
tower	afp	24	0.173590775801	0.801940556315	53865.45633506775
tower	afp	32	0.186954449478	0.761571769808	44883.60423731804
tower	afp	28	0.145657157054	0.832853700997	52097.226264476776
tower	afp	20	0.187634883728	0.773147976178	64938.14098286629
tower	afp	23	0.119222091954	0.865597185318	61136.9832034111
tower	afp	36	0.0994637383892	0.886030485159	44022.321617126465
tower	afp	29	0.15583180609	0.820090317977	53808.03687286377
tower	afp	33	0.201636352066	0.754006059364	51905.77689766884
tower	afp	39	0.249643932625	0.669111379819	43713.23294878006
tower	afp	30	0.127815025136	0.849380212349	56635.49286222458
tower	afp	38	0.22006543766	0.685252050891	50519.75712966919
tower	afp	27	0.104770781056	0.88548875939	66932.4816198349
tower	afp	26	0.15373218531	0.805740979086	66996.88766717911
tower	afp	37	0.230037071953	0.747396198096	53050.2500743866
tower	afp	35	0.212497467279	0.71768528599	55636.36960482597
tower	afp	34	0.160862662605	0.804524343153	58099.67461299896
tower	afp	40	0.198375040662	0.760290895139	44703.534249544144
tower	afp	41	0.154340197347	0.830209055745	26364.511281251907
tower	afp	47	0.184569037996	0.756318584987	19420.27796602249
tower	afp	44	0.182554389187	0.762235149148	20697.023453474045
tower	afp	49	0.32577636065	0.497950675821	14769.834881544113
tower	afp	43	0.171350652035	0.772491703255	22601.21098423004
tower	afp	46	0.188482323762	0.763164409146	20639.180528640747
tower	afp	42	0.106008104957	0.869379504799	25726.60040283203
tower	afp	45	0.103670619134	0.883452821653	21248.815339803696
tower	afp	48	0.155827802336	0.812880276518	16854.670521974564
uball5d	afp	14	0.0302930505767	-3.61078612203	15101.432224750519
uball5d	afp	7	0.0186625575207	0.0334054651228	15696.968730688095
uball5d	afp	6	0.0298142581211	-3.49588616191	17548.66144132614
uball5d	afp	17	0.0196866302626	-0.160003913342	18004.503603696823
uball5d	afp	16	0.0164088439282	0.16230449275	18368.504942417145
uball5d	afp	10	0.0259824128145	-3.6334605742	18751.608475208282
uball5d	afp	18	0.0177547083772	0.10202164462	19281.890427589417
uball5d	afp	4	0.0251801746103	-1.06060473162	19579.219005584717
uball5d	afp	8	0.0147899396417	0.159010454764	19925.1921210289
uball5d	afp	12	0.015195831083	0.314000786239	20231.116588115692
uball5d	afp	13	0.0237682101128	-0.565264161841	20301.74645638466
uball5d	afp	5	0.0147119872463	0.365989507612	20747.728229761124
uball5d	afp	3	0.0203012279398	-0.0342371044878	20876.62406373024
uball5d	afp	19	0.00552922452309	0.842982678967	21158.91477560997
uball5d	afp	2	0.00993272702832	0.631504416876	21799.282851219177
uball5d	afp	15	0.0172990437889	0.0975162534266	21838.32018494606
uball5d	afp	1	0.0143547826482	0.402622310487	21970.635994672775
uball5d	afp	0	0.00406864647431	0.874003034063	23181.70090150833
uball5d	afp	9	0.0148677450208	0.35980615213	23189.145568609238
uball5d	afp	11	0.0127885734229	0.486435965244	24450.68997979164
uball5d	afp	21	0.0199158983882	-0.208300491176	14460.996228694916
uball5d	afp	23	0.00923365057932	0.654347578949	16624.078633785248
uball5d	afp	20	0.0213302231806	-1.680904361	20461.216188907623
uball5d	afp	28	0.0273946850364	-1.61520072663	15917.760127067566
uball5d	afp	33	0.0307899923322	-3.65768671047	15632.120991945267
uball5d	afp	34	0.0281592368784	-2.33138981113	14994.534248828888
uball5d	afp	38	0.0189014637407	0.102342328513	13796.155489683151
uball5d	afp	25	0.0249710134372	-1.1139879342	19727.931530952454
uball5d	afp	29	0.0301123540241	-3.5047513727	18403.4373588562
uball5d	afp	22	0.0111437760599	0.656590557553	21357.524800300598
uball5d	afp	30	0.0127157272862	0.494227716106	19136.968151807785
uball5d	afp	24	0.00773848843172	0.734974745544	21098.392404079437
uball5d	afp	36	0.00695315946607	0.761176871411	17554.751832723618
uball5d	afp	35	0.0185113477074	0.0221887719077	18672.941776275635
uball5d	afp	37	0.0185918241855	-0.470876922829	17351.46817755699
uball5d	afp	26	0.0169097637223	-0.0172416602386	21715.921018123627
uball5d	afp	32	0.020662235376	-0.0811390891821	20181.658111810684
uball5d	afp	39	0.0267382658691	-1.28538098245	16828.60785126686
uball5d	afp	31	0.0127642982599	0.480687600821	20532.19953918457
uball5d	afp	27	0.0219160954837	-0.401818367566	21929.5649869442
uball5d	afp	40	0.0194974036003	-0.00717565404189	13731.094103813171
uball5d	afp	48	0.0249844475624	-2.5753682724	6368.009107589722
uball5d	afp	43	0.0103553552645	0.588036358717	10373.708204507828
uball5d	afp	41	0.0193526454578	0.257942365984	11725.821258306503
uball5d	afp	44	0.00771541841557	0.736407271353	9828.55617904663
uball5d	afp	42	0.0236741340582	-1.20211417682	11564.900356769562
uball5d	afp	45	0.0225644266258	-0.245084695323	10434.569441318512
uball5d	afp	49	0.0148087281288	0.247803538381	8356.809339284897
uball5d	afp	46	0.0136578449351	0.453836058451	10716.97753739357
uball5d	afp	47	0.0153704766852	0.0294526596726	9936.89570903778
yacht	afp	19	6.71579558884	0.971472767825	21578.595194339752
yacht	afp	13	4.70859643529	0.975608240871	21731.900738477707
yacht	afp	8	3.09936128298	0.984127223695	22311.902064085007
yacht	afp	12	10.3536764718	0.956726096933	22604.75166797638
yacht	afp	14	3.00003706371	0.985347923689	24110.256384134293
yacht	afp	18	6.59524851033	0.970798998712	24161.53301000595
yacht	afp	2	2.28140422338	0.98980287533	24274.969465255737
yacht	afp	10	3.0981323914	0.987551796462	25032.376648426056
yacht	afp	5	2.33329965184	0.989184537129	25565.780247211456
yacht	afp	15	4.42054316558	0.98482971075	26152.120589971542
yacht	afp	4	5.39971543926	0.975660428713	26745.335434913635
yacht	afp	9	2.12131084432	0.990329438637	26973.888788700104
yacht	afp	11	3.87122460781	0.97870668671	27749.437141418457
yacht	afp	1	1.35125077236	0.993137712029	30644.44071817398
yacht	afp	3	3.04936329571	0.987209443976	32220.21825671196
yacht	afp	17	1.64411166476	0.993340120372	32281.2093436718
yacht	afp	6	2.65079485627	0.982946744093	33855.31197667122
yacht	afp	0	145.024952453	0.42631692357	34842.99096727371
yacht	afp	16	1.97262655309	0.991735172012	36856.840158462524
yacht	afp	7	3.89619706081	0.982276898125	37320.909125089645
yacht	afp	26	8.85616699418	0.962750368447	22681.282790899277
yacht	afp	28	4.65522246026	0.98008304844	21816.74923825264
yacht	afp	32	9.94305180097	0.954895407031	20886.767975330353
yacht	afp	20	1.76299971138	0.992440320695	27265.246289730072
yacht	afp	22	1.87950765757	0.991483015947	28242.433285713196
yacht	afp	21	1.86840027909	0.992463906158	29621.42056632042
yacht	afp	24	4.31339289571	0.980774715776	27421.799117803574
yacht	afp	29	1.87290547611	0.992034667302	27020.83265185356
yacht	afp	23	2.87051132248	0.988533241197	30638.92738056183
yacht	afp	39	6.51768596465	0.971141367046	16687.93758702278
yacht	afp	27	3.36116752254	0.983196861679	29103.563311100006
yacht	afp	31	3.07863589981	0.989223016385	27345.264711856842
yacht	afp	25	3.06394032608	0.986473660161	30420.536232709885
yacht	afp	30	1.65650006951	0.993277874671	27966.98309993744
yacht	afp	38	2.4320497353	0.98966139397	19160.76213812828
yacht	afp	37	2.74932327041	0.967325984926	21348.14507508278
yacht	afp	35	1.24489253347	0.994600037021	23947.573366642
yacht	afp	36	4.19657140494	0.984629775349	22579.638370513916
yacht	afp	33	3.81334750276	0.984118576282	26396.23558330536
yacht	afp	34	2.95861863782	0.988828379136	25706.4149582386
yacht	afp	44	11.78707151	0.95162904974	9008.530606746674
yacht	afp	40	3.8569336987	0.986914737695	12775.998385190964
yacht	afp	41	2.12669149585	0.989809997591	12486.949364423752
yacht	afp	42	3.00401409054	0.983555064692	11286.280414104462
yacht	afp	43	3.47792437036	0.988699937354	11433.385403871536
yacht	afp	47	7.87118633921	0.973068845317	7113.175886631012
yacht	afp	45	2.2856575016	0.990998152653	9251.367940425873
yacht	afp	48	3.03372957295	0.989750427952	7374.937394857407
yacht	afp	46	4.62630995732	0.982388826775	9147.476164579391
yacht	afp	49	2.143142227	0.989983096196	6882.18005657196
airfoil	dc	8	14.3771325914	0.585054082683	131141.65651726723
airfoil	dc	5	16.8138102423	0.510703986815	131267.73567652702
airfoil	dc	16	16.0325352606	0.560569767965	131306.90875554085
airfoil	dc	10	13.5774651626	0.588623588102	131329.41508698463
airfoil	dc	3	13.6704851441	0.509715385817	131329.57551932335
airfoil	dc	19	15.8835871959	0.468143207951	131373.94160485268
airfoil	dc	12	15.5169187205	0.431962363186	131421.73374152184
airfoil	dc	17	16.9299565179	0.55117184506	131433.12870383263
airfoil	dc	14	16.8156506294	0.501362643266	131449.22479772568
airfoil	dc	6	17.4599659607	0.506591235608	131509.84217953682
airfoil	dc	2	18.1257927597	0.473336129906	131616.2109286785
airfoil	dc	15	18.6574129754	0.451114839293	131628.71297860146
airfoil	dc	1	16.1966168057	0.519763833577	131632.0638449192
airfoil	dc	11	17.7892243658	0.388854668561	131664.90752840042
airfoil	dc	0	15.922178584	0.534813982774	131672.65753746033
airfoil	dc	13	17.2252365571	0.371882533285	131786.3220641613
airfoil	dc	4	15.684576476	0.623703823041	131831.34132671356
airfoil	dc	9	13.2575091789	0.614803300005	131866.98918008804
airfoil	dc	18	16.3085132287	0.504803704509	131880.67664718628
airfoil	dc	7	14.7248489935	0.54297817369	131985.43527674675
airfoil	dc	23	15.5053515256	0.467495363408	97086.41224241257
airfoil	dc	27	13.5183210624	0.610023381256	96998.96249699593
airfoil	dc	25	17.3610474265	0.38465639316	97081.75238704681
airfoil	dc	20	15.980508876	0.48207805266	97320.08735752106
airfoil	dc	24	19.0996099764	0.425080714779	97140.65606117249
airfoil	dc	21	16.0107976812	0.533548137859	97209.22772884369
airfoil	dc	22	17.5377332751	0.370901786019	97188.705742836
airfoil	dc	31	16.1203758728	0.416759630458	96875.42853546143
airfoil	dc	33	16.4330469285	0.377598873589	96906.38191962242
airfoil	dc	28	20.0314412791	0.339041636818	97150.1036272049
airfoil	dc	29	15.8345570517	0.517759656496	97148.97635245323
airfoil	dc	34	16.1401996681	0.519289701095	96989.6635632515
airfoil	dc	30	17.4594025391	0.38562336702	97063.41328549385
airfoil	dc	32	15.5122887256	0.565831444689	97071.9020037651
airfoil	dc	37	17.9948037528	0.475562531419	96864.60946941376
airfoil	dc	38	14.6295200677	0.593221121482	96858.224421978
airfoil	dc	26	16.217291729	0.521004612842	97318.70222520828
airfoil	dc	35	18.7669735132	0.317436274462	96988.31953644753
airfoil	dc	39	16.9898404495	0.427854886943	96799.66875982285
airfoil	dc	36	14.9372689492	0.624615802318	97029.98027324677
airfoil	dc	40	12.6190742462	0.673437260936	23967.474828720093
airfoil	dc	42	17.064155468	0.407919964088	23990.00544810295
airfoil	dc	47	16.0122304335	0.395819705082	23955.78941845894
airfoil	dc	48	15.2346739105	0.424791958787	23891.58046412468
airfoil	dc	45	11.3313198983	0.644915879665	24015.71554660797
airfoil	dc	49	17.0213902299	0.481881365581	23895.340943813324
airfoil	dc	41	14.9484646072	0.509318705728	24066.8826482296
airfoil	dc	43	13.9619011148	0.593229378411	24042.85287117958
airfoil	dc	46	14.2709867639	0.575057526788	24009.09652543068
airfoil	dc	44	16.2872454896	0.466202692627	24035.877825021744
concrete	dc	2	48.2050122869	0.765080026557	45457.662682294846
